TreeNumber,UTM_X,UTM_Y,Grid_X,Grid_Y,Species,D.A.,DBH_cm,Height_m,CBH_m
63,1019074.167,4334976.014,5.4,179.1,PIEN,,2.032,1.5,0.7
41,1019218.295,4334836.718,143.5,33.9,PIEN,,2.032,1.5,0.5
49,1019461.514,4335160.17,400,346.9,PIEN,,2.032,1.5,0.3
11,1019131.897,4335188.795,71.9,389.2,PIEN,,2.032,1.5,0.3
42,1019265.121,4334891.43,192.5,86.5,PIEN,,2.032,1.5,0.3
57,1019127.692,4334915.325,56.3,116.1,PIEN,,2.032,1.5,0.3
40,1019313.219,4335150.665,251.4,343.5,PIEN,,2.032,1.5,0.2
31,1019246.084,4334883.732,173.3,79.6,PIEN,,2.032,1.5,0.2
21,1019212.227,4334914.902,140.7,112.3,PIEN,,2.032,1.5,0.2
15,1019110.766,4334907.838,39,109.3,PIEN,,2.032,1.5,0.1
43,1019378.314,4334809.794,302.1,0.3,PIEN,,2.032,1.5,0
11,1019453.238,4334880.376,380,67.7,PIPO,,2.032,1.5,0.8
2,1019107.828,4335001.007,39.9,202.5,PIPO,,2.032,1.5,0.3
29,1019251.727,4334991.055,183.3,186.7,PIPO,,2.032,1.5,0.2
3,1019281.475,4334906.296,209.4,100.7,PIPU,,2.032,1.5,0.7
81,1019145.729,4334953.611,75.9,153.6,PIPU,,2.032,1.5,0.6
9,1019179.259,4334874.942,106.1,73.7,PIPU,,2.032,1.5,0.3
77,1019202.277,4334954.147,132.4,151.8,PIPU,,2.032,1.5,0.3
15,1019191.606,4334941.966,121.1,140.2,PIPU,,2.032,1.5,0.1
34,1019387.02,4334821.271,311.4,11.3,PIPU,,2.032,1.5,0
71,1019257.337,4334890.917,184.7,86.4,PSME,,2.286,1.5,0.9
17,1019270.402,4334893.812,197.9,88.6,PIEN,,2.286,1.5,0.4
85,1019101.713,4334973.948,32.8,175.8,PIEN,,2.286,1.5,0.4
130,1019266.849,4334896.628,194.5,91.6,PIEN,,2.286,1.5,0.2
27,1019098.117,4334891.048,25.7,93.2,PIEN,,2.286,1.5,0.2
78,1019197.271,4334873.274,124,71.3,PIEN,,2.286,1.5,0.1
33,1019341.349,4334848.628,266.8,40.6,PIEN,,2.286,1.5,0
16,1019377.132,4335015.306,309.6,205.6,PIPO,,2.286,1.5,1
9,1019471.148,4334972.829,401.9,159.3,PIPO,,2.286,1.5,1
11,1019443.613,4334859.458,369.5,47.1,PIPO,,2.286,1.5,0.5
23,1019463.323,4334954.208,393.1,140.9,PIPO,,2.286,1.5,0.5
16,1019138.446,4335037.74,72.2,238,PIPO,,2.286,1.5,0.2
10,1019131.964,4335016.067,64.8,216.7,PIPO,,2.286,1.5,0
1,1019254.388,4334864.927,180.6,60.6,PIPU,,2.286,1.5,0.8
79,1019255.89,4334839.673,181.2,35.3,PIPU,,2.286,1.5,0.5
9,1019249.561,4334884.616,176.6,80.3,PIPU,,2.286,1.5,0.4
1,1019087.461,4334942.07,17.1,144.5,PIPU,,2.286,1.5,0.3
36,1019171.004,4334964.525,101.5,163.6,PIPU,,2.286,1.5,0
29,1019096.834,4335015.747,29.7,217.8,PIFL2,,2.54,1.5,0
35,1019451.217,4335175.364,390.3,362.4,PIEN,,2.54,1.5,1.1
53,1019130.562,4334973.737,61.6,174.5,PIEN,,2.54,1.5,1.1
26,1019473.09,4335170.396,412.1,356.5,PIEN,,2.54,1.5,0.6
12,1019134.709,4335188.643,74.7,388.9,PIEN,,2.54,1.5,0.1
31,1019077.783,4334924.034,6.7,127,PIEN,,2.54,1.5,0.1
14,1019468.999,4335064.338,403.5,250.8,PIPO,,2.54,1.5,1
6,1019076.636,4335015.197,9.5,218.1,PIPO,,2.54,1.5,0.3
21,1019235.992,4335049.119,170,245.3,PIPO,,2.54,1.5,0
14,1019116.474,4334930.853,45.7,132.2,PIPU,,2.54,1.5,0.3
89,1019119.43,4334916.29,48.1,117.5,PIEN,,2.794,1.5,1
142,1019272.929,4334841.276,198.3,36,PIEN,,2.794,1.5,0.8
68,1019194.455,4334958.139,124.8,156.2,PIEN,,2.794,1.5,0.5
13,1019297.902,4334975.338,228.8,169,PIPO,,2.794,1.5,0.1
9,1019495.953,4335025.493,428.8,210.8,PIPO,,2.794,1.5,0
3,1019309.026,4335086.958,244.5,280.1,PIPO,,2.794,1.5,0
13,1019180.204,4335120.421,117.4,318.8,PIPO,,2.794,1.5,0
17,1019191.043,4334943.138,120.6,141.4,PIPU,,2.794,1.5,0.3
46,1019152.125,4335198.259,92.6,397.8,PIEN,,3.048,1.5,0.7
49,1019155.367,4334839.45,80.8,39.3,PIEN,,3.048,1.5,0.6
63,1019123.819,4334922.63,52.6,123.6,PIEN,,3.048,1.5,0.3
24,1019501.5,4334853.256,427.2,38.5,PIPO,,3.048,1.5,1
20,1019483.73,4335016.151,416.1,201.9,PIPO,,3.048,1.5,0.5
16,1019317.633,4335152.4,255.9,345,PIEN,,3.302,1.5,0.5
29,1019180.999,4334941.823,110.5,140.4,PIEN,,3.302,1.5,0.4
31,1019267.886,4334888.371,195.1,83.3,PIEN,,3.302,1.5,0.3
17,1019458.834,4335015.453,391.2,202.3,PIPO,,3.302,1.5,0.5
18,1019094.205,4334933.498,23.6,135.8,PIPU,,3.302,1.5,0.1
65,1019188.874,4334869.242,115.4,67.5,PIEN,,3.556,1.5,0.2
20,1019440.699,4335023.223,373.5,210.8,PIEN,,3.81,1.5,0.2
23,1019342.55,4334858.105,268.5,50,PIEN,,3.81,1.5,0
7,1019437.29,4335127.183,374.5,314.8,PIPO,,3.81,1.5,1.4
21,1019442.503,4335021.316,375.2,208.8,PIPO,,3.81,1.5,0.1
17,1019153.623,4334919.165,82.4,119,PIEN,,4.064,1.5,1.2
39,1019261.47,4335142.373,199.5,337.3,PIEN,,4.064,1.5,0.4
64,1019122.926,4334922.482,51.7,123.5,PIPU,,4.064,1.5,0.6
65,1019123.273,4334921.6,52,122.6,PIPU,,4.064,1.5,0.3
12,1019073.59,4335006.524,6,209.6,PIFL2,,4.318,1.5,0.5
69,1019274.426,4334904.822,202.5,99.6,PIEN,,4.318,1.5,0.9
50,1019217.431,4334853.395,143.3,50.6,PIEN,,4.318,1.5,0.1
51,1019145.899,4334946.611,75.7,146.6,PIPU,,4.318,1.5,0.4
37,1019294.278,4335175.915,233.6,369.5,PIEN,,4.826,1.5,0.9
80,1019121.511,4334916.7,50.2,117.8,PIEN,,4.826,1.5,0.9
6,1019264.199,4334991.915,195.8,186.9,PIPO,,6.35,1.5,1
7,1019410.816,4335014.55,343.2,203.5,PIPU,,6.604,1.5,0
34,1019266.352,4334888.991,193.6,84,PIEN,,7.112,1.5,0.5
134,1019271.642,4334896.882,199.3,91.6,PIEN,,7.112,1.5,0.2
8,1019118.207,4335028.475,51.5,229.6,PIPO,,8.128,1.5,1.3
6,1019126.886,4334904.067,54.9,104.9,PIEN,,9.652,1.5,0.4
50,1019071.886,4334983.503,3.3,186.7,POTR,,10.16,1.5,0.2
23,1019184.701,4334858.809,110.9,57.3,PSME,,1.016,1.6,0.8
44,1019328.645,4335173.592,267.8,365.8,PSME,,1.016,1.6,0.7
79,1019465.067,4335187.995,404.8,374.5,PSME,,1.016,1.6,0.3
46,1019328.645,4335173.592,267.8,365.8,PSME,,1.016,1.6,0.2
36,1019097.05,4334953.875,27.3,156,PSME,,1.016,1.6,0
55,1019408.434,4335200.773,348.7,389.6,PIFL2,,1.016,1.6,0.4
105,1019117.858,4334917.608,46.6,118.9,PIEN,,1.016,1.6,1.4
42,1019177.788,4334941.954,107.3,140.7,PIEN,,1.016,1.6,1.1
64,1019135.853,4334931.76,65.1,132.3,PIEN,,1.016,1.6,1
17,1019263.297,4334832.154,188.2,27.4,PIEN,,1.016,1.6,0.7
51,1019270.006,4335141.906,208,336.6,PIEN,,1.016,1.6,0.6
120,1019268.572,4334838.442,193.8,33.4,PIEN,,1.016,1.6,0.6
26,1019118.44,4334871.878,45.2,73.2,PIEN,,1.016,1.6,0.6
45,1019328.028,4334860.059,254.1,52.5,PIEN,,1.016,1.6,0.5
7,1019087.749,4334982.74,19.1,185.1,PIEN,,1.016,1.6,0.4
105,1019266.796,4334839.85,192.1,34.9,PIEN,,1.016,1.6,0.4
51,1019192.403,4334853.308,118.3,51.4,PIEN,,1.016,1.6,0.4
39,1019142.942,4334880.365,69.9,80.6,PIEN,,1.016,1.6,0.3
4,1019130.286,4334898.14,58.2,98.8,PIEN,,1.016,1.6,0.3
138,1019269.187,4334897.853,196.9,92.7,PIEN,,1.016,1.6,0.2
46,1019082.309,4334973.541,13.4,176.2,PIEN,,1.016,1.6,0.2
18,1019363.231,4335126.421,300.5,317.3,PIEN,,1.016,1.6,0
51,1019359.86,4335200.943,300.2,391.9,PIPU,,1.016,1.6,0.9
11,1019319.047,4335024.905,252.1,217.6,PIPU,,1.016,1.6,0
62,1019445.204,4335175.446,384.3,362.8,PSME,,1.27,1.6,1.1
45,1019328.645,4335173.592,267.8,365.8,PSME,,1.27,1.6,0.9
11,1019239.159,4335153.727,177.6,349.6,PSME,,1.27,1.6,0.5
40,1019183.862,4335163.953,122.7,362.3,PSME,,1.27,1.6,0.5
41,1019245.334,4334852.149,171.1,48.1,PSME,,1.27,1.6,0.5
58,1019115.932,4334879.855,42.9,81.3,PSME,,1.27,1.6,0.5
44,1019427.887,4335159.829,366.4,347.9,PSME,,1.27,1.6,0.4
21,1019106.301,4335199.774,46.7,401.3,PIFL2,,1.27,1.6,0.8
30,1019085.913,4335077.752,21.2,280.3,PIFL2,,1.27,1.6,0
104,1019117.758,4334917.603,46.5,118.9,PIEN,,1.27,1.6,1.4
3,1019394.64,4334832.788,319.4,22.4,PIEN,,1.27,1.6,1
73,1019363.242,4335208.933,304,399.7,PIEN,,1.27,1.6,0.8
126,1019270.432,4334841.144,195.8,36,PIEN,,1.27,1.6,0.7
57,1019184.978,4334905.685,113,104.1,PIEN,,1.27,1.6,0.7
71,1019121.696,4334921.116,50.4,122.2,PIEN,,1.27,1.6,0.7
60,1019091.129,4334969.583,22,172,PIEN,,1.27,1.6,0.7
29,1019205.649,4334873.917,132.4,71.5,PIEN,,1.27,1.6,0.6
17,1019203.254,4334927.762,132.2,125.4,PIEN,,1.27,1.6,0.6
20,1019257.589,4334883.922,184.8,79.4,PIEN,,1.27,1.6,0.5
2,1019170.108,4334922.139,98.8,121.1,PIEN,,1.27,1.6,0.5
58,1019122.153,4334923.843,51,124.9,PIEN,,1.27,1.6,0.5
31,1019436.24,4334970.217,366.9,158.1,PIEN,,1.27,1.6,0.5
68,1019364.464,4335166.24,303.4,357,PIEN,,1.27,1.6,0.4
5,1019232.773,4334828.072,157.5,24.5,PIEN,,1.27,1.6,0.4
34,1019199.109,4335188.392,139,385.9,PIEN,,1.27,1.6,0.4
7,1019146.07,4334896.954,73.9,97,PIEN,,1.27,1.6,0.4
12,1019144.089,4334896.549,71.9,96.7,PIEN,,1.27,1.6,0.4
113,1019133.7,4334925.137,62.6,125.8,PIEN,,1.27,1.6,0.4
35,1019268.973,4334807.822,192.8,2.8,PIEN,,1.27,1.6,0.3
71,1019457.163,4335212.83,398,399.5,PIEN,,1.27,1.6,0.3
80,1019446.604,4335211.77,387.4,399,PIEN,,1.27,1.6,0.3
34,1019166.146,4334872.965,92.9,72.2,PIEN,,1.27,1.6,0.3
91,1019185.188,4334961.072,115.7,159.4,PIEN,,1.27,1.6,0.3
88,1019253.531,4334894.722,181.1,90.4,PIEN,,1.27,1.6,0.2
31,1019214.094,4334901.984,142.1,99.3,PIEN,,1.27,1.6,0.2
40,1019181.489,4334903.498,109.4,102.1,PIEN,,1.27,1.6,0.2
56,1019193.126,4334954.864,123.3,153,PIEN,,1.27,1.6,0.2
21,1019313.147,4334895.92,240.7,89.1,PIEN,,1.27,1.6,0.1
35,1019207.818,4334886.249,135,83.7,PIEN,,1.27,1.6,0.1
26,1019116.295,4334905.509,44.4,106.9,PIEN,,1.27,1.6,0.1
36,1019119.026,4334914.466,47.6,115.7,PIEN,,1.27,1.6,0.1
58,1019131.576,4334975.393,62.7,176.1,PIEN,,1.27,1.6,0.1
47,1019082.235,4334974.939,13.4,177.6,PIEN,,1.27,1.6,0.1
75,1019444.94,4335178.537,384.2,365.9,PIEN,,1.27,1.6,0
16,1019360.532,4334849.425,286,40.6,PIEN,,1.27,1.6,0
28,1019183.107,4334931.921,112.3,130.4,PIEN,,1.27,1.6,0
21,1019160.662,4335103.683,97,302.9,PIPO,,1.27,1.6,0.8
52,1019488.145,4335127.416,425.3,313,PIPO,,1.27,1.6,0.5
18,1019318.702,4334896.915,246.3,89.8,PIPO,,1.27,1.6,0.1
2,1019424.728,4334897.229,352.2,85.6,PIPO,,1.27,1.6,0
9,1019447.229,4335196.182,387.2,383.4,PIPU,,1.27,1.6,0.3
35,1019220.353,4334885.892,147.5,82.9,PIPU,,1.27,1.6,0.2
13,1019091.42,4334962.188,21.9,164.6,PIPU,,1.27,1.6,0
26,1019491.862,4335152.146,430.1,337.5,PSME,,1.524,1.6,1
47,1019235.797,4335170.271,174.9,366.3,PSME,,1.524,1.6,0.6
57,1019241.846,4335148.343,180,344.3,PSME,,1.524,1.6,0.4
4,1019082.456,4335042.14,16.3,244.7,PIFL2,,1.524,1.6,0.8
4,1019312.27,4334870.557,238.7,63.6,PIEN,,1.524,1.6,1.2
76,1019121.505,4334918.703,50.3,119.8,PIEN,,1.524,1.6,0.7
60,1019122.263,4334923.649,51.1,124.7,PIEN,,1.524,1.6,0.7
49,1019196.528,4334862.719,122.7,60.8,PIEN,,1.524,1.6,0.6
27,1019129.245,4334943.444,58.9,144.1,PIEN,,1.524,1.6,0.6
64,1019441.935,4335174.773,381,362.3,PIEN,,1.524,1.6,0.5
52,1019129.363,4334917.817,58.1,118.5,PIEN,,1.524,1.6,0.5
59,1019177.339,4334940.629,107,139.4,PIEN,,1.524,1.6,0.5
64,1019236.787,4334821.857,161.4,18.3,PIEN,,1.524,1.6,0.4
59,1019348.456,4335170.116,287.4,361.5,PIEN,,1.524,1.6,0.4
62,1019253.249,4334888.698,180.5,84.4,PIEN,,1.524,1.6,0.4
2,1019188.947,4334902.591,116.8,100.8,PIEN,,1.524,1.6,0.4
30,1019115.116,4334972.336,46.1,173.7,PIEN,,1.524,1.6,0.4
48,1019080.869,4334974.265,12,177,PIEN,,1.524,1.6,0.4
69,1019364.253,4335166.429,303.2,357.2,PIEN,,1.524,1.6,0.3
35,1019191.178,4335186.871,131,384.8,PIEN,,1.524,1.6,0.3
2,1019232.257,4334866.895,158.6,63.3,PIEN,,1.524,1.6,0.3
112,1019261.654,4334902.061,189.6,97.3,PIEN,,1.524,1.6,0.3
40,1019135.535,4334912.819,64,113.4,PIEN,,1.524,1.6,0.3
41,1019208.664,4334887.295,135.9,84.7,PIEN,,1.524,1.6,0.2
11,1019174.806,4334889.425,102.2,88.4,PIEN,,1.524,1.6,0.2
9,1019162.655,4334945.977,92.4,145.3,PIEN,,1.524,1.6,0.2
47,1019364.494,4334852.138,290.1,43.1,PIEN,,1.524,1.6,0
13,1019073.674,4335056.696,8.3,259.7,PIPO,,1.524,1.6,0.6
9,1019471.465,4334976.651,402.2,163.1,PIPO,,1.524,1.6,0.4
29,1019307.321,4334942.392,236.9,135.6,PIPO,,1.524,1.6,0.2
23,1019098.728,4335006.434,31.1,208.4,PIPO,,1.524,1.6,0.1
48,1019262.955,4334894.519,190.5,89.7,PIPU,,1.524,1.6,0.8
5,1019149.87,4334964.627,80.4,164.6,PIPU,,1.524,1.6,0.6
13,1019174.236,4334838.646,99.6,37.5,PIPU,,1.524,1.6,0.4
23,1019138.837,4334941.931,68.4,142.3,PIPU,,1.524,1.6,0.4
37,1019251.576,4334895.738,179.2,91.3,PIPU,,1.524,1.6,0.3
39,1019423.866,4335015.842,356.3,204.1,PIPU,,1.524,1.6,0
13,1019475.376,4334993.581,407,179.8,PIPU,,1.524,1.6,0
1,1019179.617,4335182.071,119.2,380.4,PSME,,1.778,1.6,0.6
20,1019354.532,4335128.082,291.9,319.2,PSME,,1.778,1.6,0.3
21,1019281.396,4335105.759,217.9,299.9,PSME,,1.778,1.6,0
8,1019316.139,4335131.092,253.5,323.8,PIFL2,,1.778,1.6,0.5
8,1019335.268,4334957.654,265.4,149.8,PIFL2,,1.778,1.6,0.1
62,1019201.427,4334879.902,128.5,77.7,PIEN,,1.778,1.6,1.3
86,1019460.327,4335209.775,401,396.5,PIEN,,1.778,1.6,1.1
72,1019361.851,4334816.251,286,7.4,PIEN,,1.778,1.6,1
33,1019204.829,4334872.372,131.5,70,PIEN,,1.778,1.6,0.9
21,1019161.371,4334916.571,90,116,PIEN,,1.778,1.6,0.9
34,1019259.053,4334825.32,183.6,20.8,PIEN,,1.778,1.6,0.8
48,1019379.729,4335209.587,320.5,399.7,PIEN,,1.778,1.6,0.8
27,1019241.024,4334890.773,168.4,86.9,PIEN,,1.778,1.6,0.7
69,1019121.491,4334921.205,50.2,122.3,PIEN,,1.778,1.6,0.7
78,1019385.271,4335153.403,323.5,343.3,PIEN,,1.778,1.6,0.6
38,1019077.675,4334883.775,4.9,86.8,PIEN,,1.778,1.6,0.6
61,1019075.502,4334975.383,6.7,178.4,PIEN,,1.778,1.6,0.6
33,1019261.327,4335120.135,198.4,315.1,PIEN,,1.778,1.6,0.5
4,1019188.264,4334902.254,116.1,100.5,PIEN,,1.778,1.6,0.5
16,1019255.167,4334820.827,179.7,16.3,PIEN,,1.778,1.6,0.4
37,1019254.018,4335149.187,192.2,344.5,PIEN,,1.778,1.6,0.4
86,1019118.967,4334915.564,47.6,116.8,PIEN,,1.778,1.6,0.4
50,1019379.031,4334820.848,303.4,11.3,PIEN,,1.778,1.6,0.3
6,1019352.125,4334824.066,276.7,15.5,PIEN,,1.778,1.6,0.3
42,1019221.797,4335158.215,160.5,355,PIEN,,1.778,1.6,0.3
45,1019183.25,4335169.829,122.4,368.2,PIEN,,1.778,1.6,0.3
34,1019264.635,4334871.878,191.2,67,PIEN,,1.778,1.6,0.3
63,1019253.937,4334888.935,181.2,84.6,PIEN,,1.778,1.6,0.3
56,1019200.601,4334917.008,129.2,114.8,PIEN,,1.778,1.6,0.3
2,1019206.581,4334929.24,135.6,126.7,PIEN,,1.778,1.6,0.3
6,1019250.468,4334830.492,175.3,26.2,PIEN,,1.778,1.6,0.2
5,1019130.25,4334902.943,58.2,103.6,PIEN,,1.778,1.6,0.1
3,1019087.885,4334920.463,16.6,122.9,PIEN,,1.778,1.6,0.1
16,1019211.34,4334945.596,141,143,PIEN,,1.778,1.6,0.1
19,1019233.314,4335156.321,171.9,352.5,PIEN,,1.778,1.6,0
64,1019329.581,4334866.65,256,59,PIEN,,1.778,1.6,0
25,1019161.781,4335105.245,98.2,304.4,PIPO,,1.778,1.6,0.6
14,1019382.366,4335016.685,314.9,206.7,PIPO,,1.778,1.6,0.5
6,1019266.251,4335069.91,201.1,264.9,PIPO,,1.778,1.6,0.5
10,1019097.08,4334999.737,29.1,201.8,PIPO,,1.778,1.6,0.3
17,1019365.292,4335010.092,297.5,200.8,PIPO,,1.778,1.6,0.2
18,1019262.026,4335000.813,194.1,195.9,PIPO,,1.778,1.6,0.1
9,1019112.916,4334999.456,44.9,200.9,PIPO,,1.778,1.6,0
20,1019468.948,4335086.465,404.4,272.9,PIPO,,1.778,1.6,0
26,1019470.535,4335088.652,406.1,275,PIPO,,1.778,1.6,0
12,1019338.094,4335093.985,273.9,285.8,PIPO,,1.778,1.6,0
47,1019162.845,4335184.889,102.6,384.1,PIPU,,1.778,1.6,1
40,1019168.645,4334963.718,99.1,162.7,PIPU,,1.778,1.6,0.7
13,1019291.354,4334852.947,217.1,46.9,PIPU,,1.778,1.6,0.5
42,1019079.357,4334909.098,7.7,112,PIPU,,1.778,1.6,0.4
38,1019329.914,4335135.708,267.5,327.9,PIPU,,1.778,1.6,0.3
18,1019411.031,4335199.008,351.2,387.7,PIPU,,1.778,1.6,0.2
27,1019401.265,4335201.896,341.6,391.1,PIPU,,1.778,1.6,0.2
14,1019192.819,4334943.632,122.4,141.8,PIPU,,1.778,1.6,0.2
38,1019104.771,4334976.714,36,178.4,PIPU,,1.778,1.6,0.2
19,1019497.349,4335150.634,435.5,335.7,PIPU,,1.778,1.6,0.1
6,1019116.105,4335001.627,48.2,202.9,PIPU,,1.778,1.6,0
7,1019494.419,4335133.756,431.9,319,PIPU,,1.778,1.6,0
19,1019087.29,4334903.009,15.3,105.5,PIFL2,,2.032,1.6,0.9
2,1019291.347,4334825.911,216.1,19.9,PIEN,,2.032,1.6,1.4
21,1019270.751,4334887.221,197.9,82,PIEN,,2.032,1.6,0.9
132,1019267.916,4334895.383,195.5,90.3,PIEN,,2.032,1.6,0.8
10,1019210.538,4334922.241,139.4,119.5,PIEN,,2.032,1.6,0.8
44,1019445.735,4335174.874,384.8,362.2,PIEN,,2.032,1.6,0.7
19,1019273.526,4335205.076,214.2,399.5,PIEN,,2.032,1.6,0.7
50,1019466.359,4335197.977,406.4,384.4,PIEN,,2.032,1.6,0.6
21,1019117.982,4334969.283,48.8,170.5,PIEN,,2.032,1.6,0.6
8,1019127.868,4334898.412,55.8,99.2,PIEN,,2.032,1.6,0.5
28,1019184.427,4334902.852,112.3,101.3,PIEN,,2.032,1.6,0.4
2,1019189.508,4334943.776,119.1,141.9,PIEN,,2.032,1.6,0.4
35,1019374.512,4335152.352,312.7,342.6,PIEN,,2.032,1.6,0.3
60,1019444.915,4335175.231,384,362.6,PIEN,,2.032,1.6,0.2
37,1019268.699,4334864.783,195.1,59.7,PIEN,,2.032,1.6,0.2
16,1019203.575,4334927.379,132.5,125,PIEN,,2.032,1.6,0.1
105,1019176.195,4334960.696,106.7,159.5,PIEN,,2.032,1.6,0.1
36,1019330.508,4334860.49,256.6,52.8,PIEN,,2.032,1.6,0
39,1019176.22,4334973.814,107.2,172.6,PIPO,,2.032,1.6,1
15,1019157.479,4335089.696,93.3,289.1,PIPO,,2.032,1.6,0.8
1,1019164.946,4335102.189,101.2,301.4,PIPO,,2.032,1.6,0.5
24,1019493.6,4334864.771,419.7,50.2,PIPO,,2.032,1.6,0.5
18,1019364.83,4335009.366,297,200.1,PIPO,,2.032,1.6,0.2
25,1019158.904,4335017.876,91.8,217.3,PIPO,,2.032,1.6,0.1
50,1019176.841,4334936.797,106.3,135.6,PIPU,,2.032,1.6,0.8
39,1019175.931,4334921.828,104.6,120.7,PIPU,,2.032,1.6,0.7
25,1019139.341,4334941.857,68.9,142.2,PIPU,,2.032,1.6,0.6
17,1019409.954,4335198.551,350.1,387.3,PIPU,,2.032,1.6,0.4
52,1019121.742,4334925.925,50.7,127,PIPU,,2.032,1.6,0.4
76,1019202.382,4334954.052,132.5,151.7,PIPU,,2.032,1.6,0.3
1,1019133.492,4334957.77,63.9,158.4,PIPU,,2.032,1.6,0.3
5,1019284.59,4334946.513,214.2,140.7,PIFL2,,2.286,1.6,0.1
6,1019511.021,4334907.13,438.9,91.8,PIFL2,,2.286,1.6,0
16,1019134.13,4334901.529,62,102.2,PIEN,,2.286,1.6,0.7
41,1019196.702,4334949.746,126.6,147.7,PIEN,,2.286,1.6,0.7
65,1019190.986,4334957.455,121.3,155.7,PIEN,,2.286,1.6,0.7
30,1019225.447,4334851.415,151.2,48.2,PIEN,,2.286,1.6,0.6
33,1019165.261,4334880.228,92.4,79.5,PIEN,,2.286,1.6,0.5
30,1019243.372,4334883.889,170.6,79.9,PIEN,,2.286,1.6,0.4
75,1019194.265,4334871.412,120.9,69.6,PIEN,,2.286,1.6,0.3
9,1019102.679,4334901.702,30.6,103.6,PIEN,,2.286,1.6,0.1
4,1019295.736,4335167.28,234.6,360.8,PIEN,,2.286,1.6,0
79,1019327.064,4334866.917,253.5,59.4,PIEN,,2.286,1.6,0
2,1019507.939,4334895.351,435.2,80.2,PIEN,,2.286,1.6,0
1,1019131.475,4334902.507,59.4,103.1,PIEN,,2.286,1.6,0
47,1019084.816,4335127.56,22.3,330.1,PIPO,,2.286,1.6,1
16,1019089.823,4335196.719,30.3,398.9,PIPO,,2.286,1.6,0.7
6,1019367.466,4334933.605,296.5,124.3,PIPO,,2.286,1.6,0.2
21,1019296.619,4334950.037,226.4,143.8,PIPO,,2.286,1.6,0.2
2,1019306.771,4335087.94,242.3,281.2,PIPO,,2.286,1.6,0
48,1019449.961,4335043.422,383.6,230.7,PIPU,,2.286,1.6,0.5
25,1019241.896,4334889.417,169.2,85.5,PIPU,,2.286,1.6,0.4
36,1019147.549,4334947.599,77.4,147.5,PIPU,,2.286,1.6,0
12,1019371.921,4334817.084,296.1,7.7,PIEN,,2.54,1.6,1.1
74,1019122.378,4334917.347,51.1,118.4,PIEN,,2.54,1.6,1
26,1019352.918,4335172.856,292,364,PIEN,,2.54,1.6,0.8
11,1019191.13,4335166.641,130.1,364.6,PIEN,,2.54,1.6,0.5
2,1019209.245,4334906.951,137.3,104.3,PIEN,,2.54,1.6,0.4
55,1019194.314,4334955.127,124.5,153.2,PIEN,,2.54,1.6,0.3
50,1019269.933,4335141.401,207.9,336.1,PIEN,,2.54,1.6,0.1
15,1019436.908,4334892.247,364.1,80.2,PIPO,,2.54,1.6,1
13,1019302.493,4335172.026,241.6,365.4,PIPO,,2.54,1.6,0.7
21,1019217.315,4335001.788,149.5,198.8,PIPO,,2.54,1.6,0.2
3,1019264.923,4334947.293,194.6,142.3,PIPO,,2.54,1.6,0.2
4,1019383.283,4334977.882,314.2,167.9,PIPO,,2.54,1.6,0.1
8,1019183.356,4334961.974,113.7,160.4,PIPU,,2.54,1.6,0.2
29,1019072.676,4335210.749,13.7,413.6,PIFL2,,2.794,1.6,0.5
8,1019461.361,4335140.053,399,326.6,PIEN,,2.794,1.6,0.5
44,1019101.976,4334972.761,33,174.6,PIEN,,2.794,1.6,0.1
41,1019328.774,4334861.1,254.9,53.5,PIEN,,2.794,1.6,0
51,1019436.525,4335205.446,377,393,PIPU,,2.794,1.6,1
11,1019116.474,4334930.853,45.7,132.2,PIPU,,2.794,1.6,0.7
8,1019248.593,4334885.866,175.7,81.6,PIPU,,2.794,1.6,0.5
31,1019168.738,4334957.815,99.1,156.8,PIPU,,2.794,1.6,0.3
44,1019346.153,4335175.802,285.4,367.3,PIEN,,3.048,1.6,0.8
56,1019080.006,4334985.235,11.5,188,PIEN,,3.048,1.6,0.4
2,1019239.887,4335024.392,172.8,220.4,PIPO,,3.048,1.6,0.2
40,1019149.146,4334951.489,79.2,151.3,PIPU,,3.048,1.6,0.5
42,1019148.384,4334950.748,78.4,150.6,PIPU,,3.048,1.6,0.5
28,1019096.834,4335015.747,29.7,217.8,PIFL2,,3.302,1.6,0
39,1019301.23,4334851.749,226.9,45.4,PIEN,,3.302,1.6,0.5
56,1019236.762,4335178.533,176.3,374.5,PIEN,,3.556,1.6,1.2
6,1019437.29,4335127.183,374.5,314.8,PIPO,,3.556,1.6,1.5
16,1019452.987,4335143.115,390.8,330.1,PIPU,,3.556,1.6,0.6
42,1019185.601,4334976.313,116.7,174.6,PIPO,,3.81,1.6,0.4
12,1019319.247,4335024.915,252.3,217.6,PIPU,,3.81,1.6,0
34,1019182.161,4334848.16,107.8,46.8,PIEN,,4.064,1.6,1.3
57,1019336.887,4334813.045,260.9,5.3,PSME,,5.08,1.6,0.3
81,1019086.361,4334974.556,17.5,177,PSME,,5.588,1.6,0.8
26,1019097.495,4335122.624,34.7,324.5,PIPO,,6.858,1.6,1.2
67,1019422.914,4335162.971,361.6,351.3,PSME,,1.016,1.7,0.4
15,1019326.371,4335194.2,266.4,386.5,PSME,,1.016,1.7,0.2
46,1019206.779,4335137.011,144.6,334.4,PSME,,1.016,1.7,0
87,1019138.218,4334932.486,67.5,132.9,PIEN,,1.016,1.7,1
